1.28125	577.094	197.938
828.125	599.031	491.375
358.688	917.438	842.563
764.5	178.281	879.531
727.531	525.844	311.281
15.3438	93.5938	373.188
150.844	169.875	1012.22
456.375	121.938	4.78125
9.125	386.938	544.406
584.875	616.188	621.719
170.219	678.938	461.594
360.563	58.4063	622.25
802.094	821.844	532.344
309.188	896.969	744.094
978.813	947.906	552.281
145.75	473.156	240.969
882.906	214.625	798.344
863.875	1020.69	1023.66
626.156	401.844	272.594
304.406	860.281	24.3125
384.875	94.8438	693.438
57.5625	9	940.813
282.5	279.438	602
707.75	857.688	743.906
496.563	210.281	761.563
479.688	468.938	971.906
762.281	110.875	613.406
394.469	752.625	623.563
586.125	370	155.188
230.5	435.344	822.125
529.5	1013.72	769.563
353.844	173.031	673.063
503.688	65.0625	716.531
516.906	151.031	972.344
144.969	926.813	709.5
310.313	436.781	72.0625
989.781	699.563	156.906
898.281	841.375	596
195.938	182.156	836.781
486.656	159.281	516
749.563	415.313	286.281
582.375	698.594	773.969
739.219	486.688	125.969
376.625	854.688	35.9375
529.406	678.875	436.438
107.188	972.094	943.469
562.719	354.281	483.031
383.969	867.281	324.469
467.031	278.406	1006.53
304.938	756.906	580.875
200.688	779.563	859.563
407.188	512.906	911.5
28.125	1018.47	586.313
51.7188	544.063	198.719
863.25	641.781	673.375
202.594	862.344	126.281
112.563	760.938	321.594
963.625	292.938	344.375
143.625	750.656	854.625
724.969	614.625	765.125
258.781	147.938	1.65625
62.4688	825.563	873.063
215.625	118.375	566.469
14.5938	116.5	465.406
770.25	702.594	556.469
75.6563	447.188	206.781
712.906	297.313	447.156
238	591.719	545.344
643.75	164.031	516.219
986.125	712.438	946.969
194.5	344	182.625
1019.03	468.406	1021.94
99.8438	640.156	96.6563
448.219	953.844	49.5938
916.063	296.969	232.75
787.5	420.563	206.813
643.125	618.625	462.438
477.531	612.156	649.938
875.281	848.656	639.75
738.188	579.313	384.125
188.688	755.594	568.438
926.781	248.688	193.469
619.219	715.25	598.625
359.719	506.313	82.3125
758.5	626.719	635.25
707.688	823.813	152.688
589.844	888.531	933.406
629.438	745.125	44.25
683.781	999.938	322.563
582.844	313.156	178.094
111.156	889.875	871.625
762.156	158.594	334.75
81.25	78.4375	656.344
839.656	558.156	459
418.781	305.906	476.719
513.219	156.313	330.781
755.688	321.406	846.5
982.063	894.281	742.406
307.25	966.625	130.281
67.3125	803.781	537.156
624.25	979.031	74
896.625	669.531	329.844
107.313	517.156	232.531
297.25	942.031	564.375
678.688	117.281	504.344
388.219	508.719	812.375
521.469	391.531	704.656
544.906	620.813	404.656
6.03125	724.844	103.031
638	883.938	503.281
765.25	508.813	389.219
804.188	566.063	365.656
978.625	645.969	180.813
383.219	134.781	761.094
974.531	626.656	28.5
337.75	57.25	654.531
134.781	867.375	885.031
611.188	738.938	874.438
15.0313	129.5	724.875
631.938	222.781	67.5313
172.969	639.063	349.156
327.063	376.375	676.844
821.625	826.219	539.156
625.75	817.313	922.188
148.281	645.281	412.063
259.781	139.813	875.688
67.75	438.063	587.094
309.531	561.188	230.969
318.813	113.281	827.406
137.938	291.063	807
916.688	808.563	761.625
629.969	369.781	877.188
233.969	884.281	234.938
255.531	555.406	1008.44
55.0938	83.375	537.25
437.031	96.9375	265
912.906	238.344	150.063
128.094	953.969	82.0313
48.2188	60.125	344.469
936.625	408.156	443.156
968.844	857.25	547.031
862.281	710.156	407.219
265.375	4.4375	538.188
977.688	408.25	246.875
599.594	261.25	700.406
967.938	445.938	911.563
7.34375	963.531	615.969
805	590.5	145.844
227.656	392.188	4.375
427.938	84.2188	675.75
875.594	66.4063	830.5
677.938	708.063	821.938
542.844	702.063	146.188
706.031	745.344	796.375
31.8125	889.5	659.969
723.5	87.5	565.219
970.625	60.1875	281.563
148.656	1005.31	634.844
299.25	944.594	376.344
711.188	223.875	159.656
246.313	533.938	923.906
108.969	924.281	452.313
82.0313	800.844	175.906
997.75	794.469	891.25
215.688	467.563	3.84375
768.625	116.781	414.406
318.594	1016.41	39.5
258.125	193.813	253.625
157.188	635.188	906.594
961.594	200.344	798.344
661.031	672.5	930.938
466.375	943.375	680.094
154.375	651.594	583.188
432.156	965.625	553.531
592.438	549.313	261.406
406.469	358.656	37.5
814.313	201.219	71.9688
398.75	604.906	72.625
202.406	159.625	659.781
465.219	618.781	714.063
451.875	700.875	406.031
855.75	606.406	204.375
972.219	897	401.094
1011.13	189.75	917.188
588.219	452.656	642.375
725.5	50.8125	292.406
266.438	417.406	916.781
727.219	745.906	917.531
403	406.938	925.531
316	397.406	584.25
362.031	751.281	763.219
754.031	757.156	142.656
204.969	279.125	696.75
932.969	376.656	530.063
112	929.188	207.938
530.375	670.531	449.031
704.125	92.5938	81.4688
77.5938	28.4688	363.594
314.594	714	146.094
404.313	69.4688	691.938
742.313	203.469	710.656
630.469	670.594	557.031
100.656	558.438	50.8125
997.938	475.156	993.219
745.313	543.688	696.219
709.406	381.031	397.938
51.1563	829.188	173.625
62.2813	318	803.281
217.563	329.625	496.281
9.375	450.406	520.031
620.469	776.719	410.688
358.188	862.844	964.906
638.25	1021.19	54.75
576.344	884.25	396.031
313.75	291.031	27.3438
627.25	400.563	19.0625
31.7813	466.625	878.5
959.219	411.531	744.719
626.25	827.75	896.406
596.563	609.281	80.9063
812.188	473.281	604.781
603.563	582.844	835.625
688.875	351.813	10.4688
273.719	349.75	237.656
789.5	380.656	890.719
119.656	742.969	644
915.375	187.406	548.406
923.625	798.781	988.344
202.094	923.156	816.531
976.25	869.156	911.688
643.781	189.906	631.719
271.344	256.656	749.75
807	175.031	731
492.469	83.4375	825.875
875.844	127.625	314.844
587.063	484.313	780.313
196.469	745.219	1018.88
15.7188	663.156	708.219
178.313	73.8438	281.563
692.844	859.031	570
380.125	798.188	238.094
653.531	237.219	209.5
994.313	288.5	23.4375
787.656	155.469	48.0938
9.46875	356.938	659.313
351.469	424.5	426.5
92.8438	558.25	716.031
346.094	673.281	897.25
548.313	583.688	55.2813
476.938	266.219	437.031
884.031	498.25	89.5313
579.375	726.406	797.125
884.938	870.938	300.031
885.094	660.375	764.75
848.5	783.969	892.813
930.094	934.406	534.469
450.719	110.219	362.5
842.781	437.969	173.906
0.875	673.219	792.094
65.25	91.9688	394.906
700.281	826.969	157.781
146.281	49.625	354.438
19	1001.88	663.156
54.9375	936.063	652.75
442.063	21.5625	248.406
401.344	669.688	800.625
23.375	845.844	141.75
649.469	563.594	1007.06
474.531	219.938	307.906
800.906	350.75	492.125
622.594	104.969	1008.03
773.938	154.5	467.344
728.688	1022.69	794.094
657.031	636.094	968.781
704.656	296.75	580.75
297.344	561.375	729.438
252.344	559.781	504.438
974.875	685.875	783.5
638.313	456.438	817.906
763.406	1012.63	209.531
644.563	931.625	605.469
940.406	517.656	501.125
460.5	910.656	962.938
187.313	258	207.875
748	963.688	640.063
42.3438	656.719	35.3438
569.688	557.531	457.031
62.8438	1019.91	130.813
615.313	51.5625	176.938
676.063	340.406	323.531
669.25	420.375	437.75
226.938	694.781	170.438
509.469	519.813	821.969
445.5	4.625	347.625
384.906	131.656	847.156
750.875	912.5	658.75
666.188	526.813	751.563
754.844	980.031	477
